y[mm],cla,clb,cd,cl,cz,C[mm],C*cz[mm],w[kg/mm],sa[N],si[N],S[N],M[N*m]
890,1.00054,0.04455,0.134436,1.445306,1.43292967975,1941.32,2781.77504589,0.47040000000000004,34401.46765817922,3969.2306705314486,30432.236987647775,53562.702917014496
891,1.000726,0.044545,0.1343984,1.4455614,1.43316753037,1941.108,2781.93295854,0.47040000000000004,34390.19724411615,3968.264920976575,30421.932323139576,53531.084921579546
892,1.000912,0.044539999999999996,0.1343608,1.4458168,1.43340538099,1940.896,2782.09077034,0.47040000000000004,34378.92821935286,3967.2991714217005,30411.629047931165,53499.47883229769
893,1.0010979999999998,0.044535,0.1343232,1.4460722,1.43364323161,1940.684,2782.24848129,0.47040000000000004,34367.66058390574,3966.3334218668274,30401.32716203891,53467.88464696672
894,1.0012839999999998,0.04453,0.1342856,1.4463276,1.43388108223,1940.472,2782.40609139,0.47040000000000004,34356.39433779103,3965.3676723119534,30391.02666547908,53436.302363384464
895,1.0014699999999999,0.044524999999999995,0.134248,1.446583,1.43411893285,1940.26,2782.56360064,0.47040000000000004,34345.1294810251,3964.4019227570793,30380.72755826802,53404.73197934884
896,1.0016559999999999,0.04452,0.1342104,1.4468384,1.43435678346,1940.048,2782.72100905,0.47040000000000004,34333.866013624254,3963.436173202206,30370.429840422046,53373.17349265795
897,1.001842,0.044515,0.1341728,1.4470938,1.43459463408,1939.836,2782.8783166,0.47040000000000004,34322.60393560479,3962.4704236473317,30360.133511957458,53341.626901109914
898,1.002028,0.044509999999999994,0.1341352,1.4473492,1.4348324847,1939.624,2783.03552331,0.47040000000000004,34311.34324698306,3961.504674092458,30349.8385728906,53310.09220250302
899,1.002214,0.044504999999999996,0.13409759999999998,1.4476046,1.43507033532,1939.412,2783.19262917,0.47040000000000004,34300.08394777536,3960.5389245375836,30339.545023237777,53278.5693946357
900,1.0024,0.0445,0.13406,1.44786,1.43530818594,1939.2,2783.34963418,0.47040000000000004,34288.82603799803,3959.5731749827105,30329.252863015317,53247.05847530638
901,1.002586,0.044495,0.13402239999999999,1.4481154,1.43554603656,1938.988,2783.50653834,0.47040000000000004,34277.569517667376,3958.6074254278365,30318.96209223954,53215.55944231375
902,1.002772,0.044489999999999995,0.13398480000000001,1.4483708,1.43578388718,1938.776,2783.66334165,0.47040000000000004,34266.31438679972,3957.6416758729624,30308.67271092676,53184.0722934565
903,1.002958,0.044485,0.1339472,1.4486262,1.4360217378,1938.564,2783.82004411,0.47040000000000004,34255.06064541137,3956.6759263180893,30298.384719093283,53152.59702653343
904,1.0031439999999998,0.04448,0.13390960000000002,1.4488816,1.43625958842,1938.352,2783.97664573,0.47040000000000004,34243.808293518676,3955.710176763215,30288.09811675546,53121.13363934353
905,1.0033299999999998,0.044475,0.133872,1.449137,1.43649743904,1938.14,2784.1331465,0.47040000000000004,34232.557331137934,3954.744427208341,30277.812903929593,53089.68212968583
906,1.0035159999999999,0.044469999999999996,0.1338344,1.4493924,1.43673528966,1937.9279999999999,2784.28954641,0.47040000000000004,34221.30775828546,3953.7786776534676,30267.529080631994,53058.24249535951
907,1.0037019999999999,0.044465,0.1337968,1.4496478,1.43697314028,1937.716,2784.44584548,0.47040000000000004,34210.05957497758,3952.8129280985936,30257.24664687899,53026.81473416382
908,1.003888,0.04446,0.1337592,1.4499032,1.43721099089,1937.504,2784.6020437,0.47040000000000004,34198.812781230605,3951.8471785437196,30246.965602686883,52995.39884389819
909,1.004074,0.044454999999999995,0.1337216,1.4501586,1.43744884151,1937.292,2784.75814107,0.47040000000000004,34187.567377060885,3950.881428988846,30236.685948072038,52963.994822362074
910,1.00426,0.044449999999999996,0.133684,1.450414,1.43768669213,1937.08,2784.9141376,0.47040000000000004,34176.32336248469,3949.9156794339724,30226.40768305072,52932.602667355095
911,1.004446,0.044445,0.1336464,1.4506694,1.43792454275,1936.868,2785.07003327,0.47040000000000004,34165.08073751839,3948.949929879098,30216.13080763929,52901.222376677
912,1.004632,0.04444,0.1336088,1.4509248,1.43816239337,1936.656,2785.2258281,0.47040000000000004,34153.839502178256,3947.9841803242243,30205.855321854033,52869.85394812757
913,1.004818,0.044434999999999995,0.1335712,1.4511802,1.43840024399,1936.444,2785.38152207,0.47040000000000004,34142.599656480656,3947.0184307693507,30195.581225711307,52838.4973795068
914,1.005004,0.04443,0.1335336,1.4514356,1.43863809461,1936.232,2785.5371152,0.47040000000000004,34131.36120044187,3946.0526812144767,30185.30851922739,52807.15266861469
915,1.0051899999999998,0.044425,0.133496,1.451691,1.43887594523,1936.02,2785.69260748,0.47040000000000004,34120.12413407823,3945.0869316596027,30175.037202418625,52775.819813251444
916,1.0053759999999998,0.04442,0.1334584,1.4519464,1.43911379585,1935.808,2785.84799891,0.47040000000000004,34108.88845740607,3944.121182104729,30164.767275301343,52744.49881121731
917,1.0055619999999998,0.044414999999999996,0.1334208,1.4522018,1.43935164647,1935.596,2786.0032895,0.47040000000000004,34097.65417044168,3943.1554325498555,30154.498737891827,52713.18966031269
918,1.0057479999999999,0.04441,0.1333832,1.4524572,1.43958949709,1935.384,2786.15847923,0.47040000000000004,34086.421273201406,3942.189682994981,30144.231590206426,52681.89235833807
919,1.0059339999999999,0.044405,0.1333456,1.4527126,1.43982734771,1935.172,2786.31356812,0.47040000000000004,34075.189765701565,3941.223933440108,30133.965832261456,52650.60690309405
920,1.00612,0.044399999999999995,0.133308,1.452968,1.44006519833,1934.96,2786.46855615,0.47040000000000004,34063.95964795845,3940.258183885234,30123.701464073216,52619.33329238134
921,1.006306,0.044395,0.1332704,1.4532234,1.44030304894,1934.748,2786.62344334,0.47040000000000004,34052.730919988404,3939.29243433036,30113.438485658044,52588.07152400082
922,1.006492,0.04439,0.13323279999999998,1.4534788,1.44054089956,1934.536,2786.77822968,0.47040000000000004,34041.503581807745,3938.326684775486,30103.17689703226,52556.82159575337
923,1.006678,0.044384999999999994,0.1331952,1.4537342,1.44077875018,1934.324,2786.93291517,0.47040000000000004,34030.27763343279,3937.360935220612,30092.916698212175,52525.58350544007
924,1.006864,0.044379999999999996,0.1331576,1.4539896,1.4410166008,1934.112,2787.08749981,0.47040000000000004,34019.05307487985,3936.3951856657386,30082.65788921411,52494.35725086206
925,1.00705,0.044375,0.13312000000000002,1.454245,1.44125445142,1933.9,2787.2419836,0.47040000000000004,34007.82990616524,3935.429436110864,30072.40047005438,52463.142829820616
926,1.0072359999999998,0.04437,0.1330824,1.4545004,1.44149230204,1933.688,2787.39636655,0.47040000000000004,33996.608127305306,3934.463686555991,30062.144440749315,52431.940240117154
927,1.0074219999999998,0.044364999999999995,0.1330448,1.4547558,1.44173015266,1933.476,2787.55064864,0.47040000000000004,33985.38773831635,3933.497937001117,30051.889801315232,52400.7494795531
928,1.0076079999999998,0.04436,0.1330072,1.4550112,1.44196800328,1933.2640000000001,2787.70482989,0.47040000000000004,33974.168739214685,3932.532187446243,30041.636551768443,52369.57054593013
929,1.0077939999999999,0.044355,0.1329696,1.4552666,1.4422058539,1933.052,2787.85891029,0.47040000000000004,33962.951130016634,3931.56643789137,30031.384692125263,52338.40343704992
930,1.0079799999999999,0.04435,0.132932,1.455522,1.44244370452,1932.84,2788.01288984,0.47040000000000004,33951.73491073854,3930.6006883364953,30021.13422240204,52307.248150714295
931,1.008166,0.044344999999999996,0.1328944,1.4557774,1.44268155514,1932.628,2788.16676854,0.47040000000000004,33940.52008139667,3929.6349387816217,30010.88514261505,52276.10468472519
932,1.008352,0.04434,0.1328568,1.4560328,1.44291940576,1932.416,2788.32054639,0.47040000000000004,33929.306642007396,3928.669189226747,30000.637452780647,52244.97303688468
933,1.008538,0.044335,0.1328192,1.4562882,1.44315725637,1932.204,2788.4742234,0.47040000000000004,33918.09459258701,3927.703439671874,29990.391152915137,52213.853204994884
934,1.008724,0.044329999999999994,0.1327816,1.4565436,1.44339510699,1931.992,2788.62779955,0.47040000000000004,33906.88393315184,3926.737690117,29980.14624303484,52182.74518685811
935,1.00891,0.044324999999999996,0.132744,1.456799,1.44363295761,1931.78,2788.78127486,0.47040000000000004,33895.67466371821,3925.771940562126,29969.902723156083,52151.648980276696
936,1.009096,0.04432,0.1327064,1.4570544,1.44387080823,1931.568,2788.93464932,0.47040000000000004,33884.46678430243,3924.806191007253,29959.660593295175,52120.56458305317
937,1.0092819999999998,0.044315,0.1326688,1.4573098,1.44410865885,1931.356,2789.08792293,0.47040000000000004,33873.2602949208,3923.8404414523784,29949.419853468422,52089.491992990115
938,1.009468,0.044309999999999995,0.1326312,1.4575652,1.44434650947,1931.144,2789.24109569,0.47040000000000004,33862.05519558968,3922.874691897505,29939.180503692176,52058.43120789025
939,1.0096539999999998,0.044305,0.1325936,1.4578206,1.44458436009,1930.932,2789.3941676,0.47040000000000004,33850.85148632536,3921.9089423426312,29928.94254398273,52027.38222555637
940,1.0098399999999998,0.0443,0.132556,1.458076,1.44482221071,1930.72,2789.54713866,0.47040000000000004,33839.649167144176,3920.943192787757,29918.70597435642,51996.34504379145
941,1.0100259999999999,0.044295,0.1325184,1.4583314,1.44506006133,1930.508,2789.70000888,0.47040000000000004,33828.44823806243,3919.977443232883,29908.470794829547,51965.31966039852
942,1.0102119999999999,0.044289999999999996,0.1324808,1.4585868,1.44529791195,1930.296,2789.85277824,0.47040000000000004,33817.24869909647,3919.011693678009,29898.237005418458,51934.30607318072
943,1.010398,0.044285,0.1324432,1.4588422,1.44553576257,1930.084,2790.00544676,0.47040000000000004,33806.050550262575,3918.045944123136,29888.00460613944,51903.304279941345
944,1.010584,0.04428,0.1324056,1.4590976,1.44577361319,1929.872,2790.15801443,0.47040000000000004,33794.85379157711,3917.0801945682615,29877.773597008847,51872.31427848375
945,1.01077,0.044274999999999995,0.13236799999999999,1.459353,1.44601146381,1929.66,2790.31048125,0.47040000000000004,33783.658423056346,3916.114445013388,29867.54397804296,51841.33606661143
946,1.010956,0.04427,0.13233040000000001,1.4596084,1.44624931442,1929.448,2790.46284722,0.47040000000000004,33772.46444471665,3915.1486954585143,29857.315749258138,51810.36964212798
947,1.011142,0.044265,0.1322928,1.4598638,1.44648716504,1929.236,2790.61511234,0.47040000000000004,33761.2718565743,3914.1829459036403,29847.088910670656,51779.41500283711
948,1.011328,0.044259999999999994,0.13225520000000002,1.4601192,1.44672501566,1929.024,2790.76727661,0.47040000000000004,33750.000945815846,3897.702737124954,29852.298208690892,51749.288110171394
949,1.011514,0.044254999999999996,0.1322176,1.4603746,1.44696286628,1928.812,2790.91934004,0.47040000000000004,33738.720286805394,3896.740816409967,29841.979470395425,51718.35182923792
950,1.0116999999999998,0.04425,0.13218,1.46063,1.4472007169,1928.6,2791.07130262,0.47040000000000004,33727.44108273198,3895.7788956949807,29831.662187037,51687.42733279757
951,1.0118859999999998,0.044245,0.1321424,1.4608854,1.44743856752,1928.388,2791.22316434,0.47040000000000004,33716.16333359725,3894.8169749799945,29821.34635861726,51656.514618651185
952,1.0120719999999999,0.044239999999999995,0.1321048,1.4611408,1.44767641814,1928.176,2791.37492522,0.47040000000000004,33704.887039402834,3893.8550542650078,29811.031985137826,51625.613684599724
953,1.0122579999999999,0.044235,0.1320672,1.4613962,1.44791426876,1927.964,2791.52658525,0.47040000000000004,33693.61220015036,3892.893133550022,29800.719066600337,51594.724528444276
954,1.012444,0.04423,0.1320296,1.4616516,1.44815211938,1927.752,2791.67814444,0.47040000000000004,33682.33881584147,3891.931212835035,29790.40760300643,51563.84714798599
955,1.01263,0.044225,0.131992,1.461907,1.44838997,1927.54,2791.82960277,0.47040000000000004,33671.066886477776,3890.969292120049,29780.09759435773,51532.981541026165
956,1.012816,0.044219999999999995,0.1319544,1.4621624,1.44862782062,1927.328,2791.98096025,0.47040000000000004,33659.79641206094,3890.0073714050623,29769.789040655876,51502.12770536619
957,1.013002,0.044215,0.1319168,1.4624178,1.44886567124,1927.116,2792.13221689,0.47040000000000004,33648.527392592565,3889.045450690076,29759.48194190249,51471.28563880763
958,1.013188,0.04421,0.1318792,1.4626732,1.44910352185,1926.904,2792.28337268,0.47040000000000004,33637.2598280743,3888.0835299750897,29749.176298099206,51440.45533915207
959,1.013374,0.044204999999999994,0.1318416,1.4629286,1.44934137247,1926.692,2792.43442762,0.47040000000000004,33625.99371850777,3887.1216092601026,29738.87210924767,51409.636804201255
960,1.01356,0.044199999999999996,0.131804,1.463184,1.44957922309,1926.48,2792.5853817,0.47040000000000004,33614.72906389461,3886.1596885451168,29728.56937534949,51378.83003175704
961,1.0137459999999998,0.044195,0.1317664,1.4634394,1.44981707371,1926.268,2792.73623495,0.47040000000000004,33603.46586423645,3885.19776783013,29718.268096406322,51348.03501962138
962,1.0139319999999998,0.04419,0.1317288,1.4636948,1.45005492433,1926.056,2792.88698734,0.47040000000000004,33592.20411953494,3884.2358471151438,29707.968272419792,51317.25176559635
963,1.0141179999999999,0.044184999999999995,0.1316912,1.4639502,1.45029277495,1925.844,2793.03763888,0.47040000000000004,33580.94382979169,3883.2739264001575,29697.669903391536,51286.48026748414
964,1.0143039999999999,0.04418,0.1316536,1.4642056,1.45053062557,1925.632,2793.18818958,0.47040000000000004,33569.684995008334,3882.3120056851712,29687.372989323165,51255.720523087046
965,1.01449,0.044175,0.131616,1.464461,1.45076847619,1925.42,2793.33863942,0.47040000000000004,33558.42761518653,3881.3500849701845,29677.077530216342,51224.97253020747
966,1.014676,0.04417,0.13157839999999998,1.4647164,1.45100632681,1925.208,2793.48898842,0.47040000000000004,33547.17169032787,3880.3881642551987,29666.78352607267,51194.23628664792
967,1.014862,0.044164999999999996,0.1315408,1.4649718,1.45124417743,1924.996,2793.63923657,0.47040000000000004,33535.91722043403,3879.4262435402115,29656.490976893816,51163.51179021105
968,1.015048,0.04416,0.1315032,1.4652272,1.45148202805,1924.784,2793.78938387,0.47040000000000004,33524.6642055066,3878.4643228252253,29646.199882681372,51132.79903869962
969,1.015234,0.044155,0.13146560000000002,1.4654826,1.45171987867,1924.5720000000001,2793.93943032,0.47040000000000004,33513.41264554724,3877.502402110239,29635.910243437003,51102.09802991644
970,1.01542,0.044149999999999995,0.131428,1.465738,1.45195772929,1924.3600000000001,2794.08937593,0.47040000000000004,33502.16254055757,3876.5404813952523,29625.622059162317,51071.408761664476
971,1.015606,0.044145,0.13139040000000002,1.4659934,1.4521955799,1924.148,2794.23922068,0.47040000000000004,33490.91389053923,3875.5785606802665,29615.335329858965,51040.73123174683
972,1.0157919999999998,0.04414,0.1313528,1.4662488,1.45243343052,1923.936,2794.38896459,0.47040000000000004,33479.666695493856,3874.6166399652793,29605.050055528576,51010.06543796671
973,1.0159779999999998,0.044134999999999994,0.1313152,1.4665042,1.45267128114,1923.724,2794.53860765,0.47040000000000004,33468.42095542306,3873.6547192502935,29594.766236172767,50979.411378127355
974,1.0161639999999998,0.044129999999999996,0.1312776,1.4667596,1.45290913176,1923.512,2794.68814985,0.47040000000000004,33457.1766703285,3872.692798535307,29584.483871793196,50948.76905003222
975,1.0163499999999999,0.044125,0.13124,1.467015,1.45314698238,1923.3,2794.83759121,0.47040000000000004,33445.93384021181,3871.7308778203205,29574.202962391486,50918.138451484854
976,1.0165359999999999,0.04412,0.1312024,1.4672704,1.453384833,1923.088,2794.98693173,0.47040000000000004,33434.692465074586,3870.7689571053343,29563.92350796925,50887.51958028882
977,1.016722,0.044114999999999994,0.1311648,1.4675258,1.45362268362,1922.876,2795.13617139,0.47040000000000004,33423.45254491849,3869.807036390347,29553.64550852814,50856.91243424792
978,1.016908,0.044109999999999996,0.1311272,1.4677812,1.45386053424,1922.664,2795.2853102,0.47040000000000004,33412.21407974515,3868.8451156753613,29543.36896406979,50826.31701116601
979,1.017094,0.044105,0.1310896,1.4680366,1.45409838486,1922.452,2795.43434817,0.47040000000000004,33400.97706955619,3725.9472709124966,29675.029798643693,50834.23912005607
980,1.01728,0.0441,0.131052,1.468292,1.45433623548,1922.24,2795.58328528,0.47040000000000004,33389.74151435326,3725.0206488605413,29664.720865492724,50803.64798632993
981,1.017466,0.044094999999999995,0.1310144,1.4685474,1.4545740861,1922.028,2795.73212155,0.47040000000000004,33378.507414137974,3724.094026808585,29654.41338732939,50773.06857373811
982,1.017652,0.04409,0.1309768,1.4688028,1.45481193672,1921.816,2795.88085697,0.47040000000000004,33367.27476891198,3723.1674047566303,29644.10736415535,50742.50088008488
983,1.0178379999999998,0.044085,0.1309392,1.4690582,1.45504978733,1921.604,2796.02949154,0.47040000000000004,33356.04357867688,3722.2407827046745,29633.802795972206,50711.944903174684
984,1.0180239999999998,0.044079999999999994,0.1309016,1.4693136,1.45528763795,1921.392,2796.17802526,0.47040000000000004,33344.81384343434,3721.3141606527197,29623.49968278162,50681.40064081205
985,1.0182099999999998,0.044074999999999996,0.130864,1.469569,1.45552548857,1921.18,2796.32645814,0.47040000000000004,33333.58556318599,3720.387538600764,29613.198024585225,50650.8680908016
986,1.0183959999999999,0.04407,0.1308264,1.4698244,1.45576333919,1920.968,2796.47479016,0.47040000000000004,33322.35873793344,3719.460916548809,29602.897821384635,50620.3472509481
987,1.0185819999999999,0.044065,0.1307888,1.4700798,1.45600118981,1920.756,2796.62302134,0.47040000000000004,33311.13336767835,3718.5342944968534,29592.599073181493,50589.83811905642
988,1.018768,0.044059999999999995,0.1307512,1.4703352,1.45623904043,1920.544,2796.77115167,0.47040000000000004,33299.909452422326,3717.6076724448985,29582.301779977428,50559.34069293151
989,1.018954,0.044055,0.13071359999999999,1.4705906,1.45647689105,1920.3319999999999,2796.91918114,0.47040000000000004,33288.68699216701,3716.681050392943,29572.005941774063,50528.85497037849
990,1.01914,0.04405,0.13067600000000001,1.470846,1.45671474167,1920.12,2797.06710977,0.47040000000000004,33277.46598691405,3715.754428340988,29561.711558573064,50498.380949202525
991,1.019326,0.044045,0.1306384,1.4711014,1.45695259229,1919.908,2797.21493756,0.47040000000000004,33266.24643666506,3714.8278062890317,29551.41863037603,50467.91862720895
992,1.019512,0.044039999999999996,0.13060080000000002,1.4713568,1.45719044291,1919.696,2797.36266449,0.47040000000000004,33255.0053322449,3708.3890237976184,29546.616308447283,50437.51577453525
993,1.019698,0.044035,0.1305632,1.4716122,1.45742829353,1919.484,2797.51029057,0.47040000000000004,33243.75605522937,3707.4637770351937,29536.292278194178,50407.07653646883
994,1.0198839999999998,0.04403,0.1305256,1.4718676,1.45766614415,1919.272,2797.65781581,0.47040000000000004,33232.508256716,3706.538530272769,29525.96972644323,50376.64899135347
995,1.0200699999999998,0.044024999999999995,0.130488,1.472123,1.45790399477,1919.06,2797.80524019,0.47040000000000004,33221.261936701005,3705.613283510345,29515.64865319066,50346.233136994684
996,1.0202559999999998,0.04402,0.1304504,1.4723784,1.45814184538,1918.848,2797.95256373,0.47040000000000004,33210.01709518063,3704.6880367479203,29505.329058432708,50315.828971198185
997,1.0204419999999998,0.044015,0.1304128,1.4726338,1.458379696,1918.636,2798.09978642,0.47040000000000004,33198.77373215111,3703.7627899854956,29495.010942165613,50285.43649176975
998,1.0206279999999999,0.044009999999999994,0.1303752,1.4728892,1.45861754662,1918.424,2798.24690826,0.47040000000000004,33187.531847608705,3702.837543223071,29484.694304385634,50255.05569651525
999,1.0208139999999999,0.044004999999999996,0.1303376,1.4731446,1.45885539724,1918.212,2798.39392925,0.47040000000000004,33176.29144154963,3701.9122964606463,29474.37914508898,50224.686583240684
1000,1.021,0.044,0.1303,1.4734,1.45909324786,1918.0,2798.5408494,0.4312,33165.052513970135,3700.9870496982217,29464.065464271913,50194.329149752186
1001,1.0210739999999998,0.043961,0.1302802,1.4734646,1.45915083267,1917.788,2798.34195709,0.4312,33153.716056276004,3700.061802935797,29453.654253340206,50163.78542617935
1002,1.021148,0.043921999999999996,0.1302604,1.4735292,1.45920841749,1917.576,2798.14304037,0.4312,33142.38114061751,3699.1365561733724,29443.244584444135,50133.2536040773
1003,1.0212219999999999,0.043883,0.1302406,1.4735938,1.4592660023,1917.364,2797.94409924,0.4312,33131.04776698034,3698.211309410948,29432.83645756939,50102.73368113605
1004,1.021296,0.043843999999999994,0.1302208,1.4736584,1.45932358712,1917.152,2797.74513369,0.4312,33119.71593535019,3697.2860626485235,29422.42987270167,50072.22565504583
1005,1.02137,0.043805,0.130201,1.473723,1.45938117193,1916.94,2797.54614372,0.4312,33108.385645712784,3696.360815886099,29412.024829826685,50041.729523496884
1006,1.021444,0.043766,0.1301812,1.4737876,1.45943875674,1916.728,2797.34712933,0.4312,33097.0568980538,3695.435569123674,29401.621328930127,50011.2452841797
1007,1.021518,0.043726999999999995,0.1301614,1.4738522,1.45949634156,1916.516,2797.14809053,0.4312,33085.729692358946,3694.5103223612496,29391.219369997696,49980.772934784814
1008,1.0215919999999998,0.043688,0.1301416,1.4739168,1.45955392637,1916.304,2796.94902732,0.4312,33074.40402861392,3693.585075598825,29380.818953015096,49950.31247300293
1009,1.021666,0.043649,0.1301218,1.4739814,1.45961151118,1916.092,2796.74993969,0.4312,33063.07990680442,3692.6598288364003,29370.42007796802,49919.863896524905
1010,1.0217399999999999,0.043609999999999996,0.130102,1.474046,1.459669096,1915.88,2796.55082764,0.4312,33051.75732691615,3691.7345820739765,29360.022744842176,49889.427203041705
1011,1.021814,0.043571,0.1300822,1.4741106,1.45972668081,1915.6680000000001,2796.35169117,0.4312,33040.43628893481,3690.809335311552,29349.62695362326,49859.0023902444
1012,1.021888,0.043531999999999994,0.1300624,1.4741752,1.45978426562,1915.4560000000001,2796.15253029,0.4312,33029.1167928461,3689.8840885491272,29339.232704296974,49828.58945582426
1013,1.0219619999999998,0.043493,0.1300426,1.4742398,1.45984185044,1915.244,2795.953345,0.4312,33017.79883863571,3688.9588417867026,29328.83999684901,49798.18839747264
1014,1.022036,0.043454,0.1300228,1.4743044,1.45989943525,1915.032,2795.75413529,0.4312,33006.48242628935,3688.033595024278,29318.448831265076,49767.79921288102
1015,1.0221099999999999,0.043414999999999995,0.130003,1.474369,1.45995702006,1914.82,2795.55490116,0.4312,32995.16755579271,3687.1083482618533,29308.059207530856,49737.42189974103
1016,1.022184,0.043376,0.1299832,1.4744336,1.46001460488,1914.608,2795.35564261,0.4312,32983.85422713151,3686.1831014994286,29297.67112563208,49707.05645574448
1017,1.022258,0.043337,0.1299634,1.4744982,1.46007218969,1914.396,2795.15635966,0.4312,32972.54244029142,3685.257854737005,29287.284585554415,49676.70287858322
1018,1.022332,0.043297999999999996,0.1299436,1.4745628,1.4601297745,1914.184,2794.95705228,0.4312,32961.23219525817,3684.3326079745802,29276.899587283588,49646.3611659493
1019,1.022406,0.043259,0.1299238,1.4746274,1.46018735932,1913.972,2794.75772049,0.4312,32949.92349201743,3683.4073612121556,29266.51613080527,49616.031315534885
1020,1.0224799999999998,0.043219999999999995,0.129904,1.474692,1.46024494413,1913.76,2794.55836428,0.4312,32938.61633055492,3682.482114449731,29256.134216105187,49585.713325032266
1021,1.022554,0.043181,0.1298842,1.4747566,1.46030252894,1913.548,2794.35898366,0.4312,32927.310710856334,3681.5568676873063,29245.753843169026,49555.40719213386
1022,1.0226279999999999,0.043142,0.1298644,1.4748212,1.46036011376,1913.336,2794.15957862,0.4312,32916.006632907374,3680.6316209248816,29235.37501198249,49525.11291453224
1023,1.022702,0.043102999999999995,0.1298446,1.4748858,1.46041769857,1913.124,2793.96014916,0.4312,32904.70409669374,3679.706374162457,29224.997722531283,49494.83048992011
1024,1.022776,0.043064,0.1298248,1.4749504,1.46047528339,1912.912,2793.76069529,0.4312,32893.403102201126,3678.7811274000323,29214.62197480109,49464.55991599027
1025,1.0228499999999998,0.043025,0.129805,1.475015,1.4605328682,1912.7,2793.561217,0.4312,32882.10364941522,3677.855880637608,29204.24776877761,49434.30119043569
1026,1.022924,0.042985999999999996,0.1297852,1.4750796,1.46059045301,1912.488,2793.3617143,0.4312,32870.80573832176,3676.9306338751835,29193.875104446575,49404.054310949476
1027,1.0229979999999999,0.042947,0.1297654,1.4751442,1.46064803783,1912.276,2793.16218718,0.4312,32859.50936890641,3676.005387112759,29183.50398179365,49373.819275224836
1028,1.023072,0.042907999999999995,0.1297456,1.4752088,1.46070562264,1912.064,2792.96263565,0.4312,32848.214541154885,3675.080140350334,29173.13440080455,49343.596080955125
1029,1.0231459999999999,0.042869,0.1297258,1.4752734,1.46076320745,1911.852,2792.76305969,0.4312,32836.92125505288,3674.1548935879096,29162.766361464972,49313.38472583386
1030,1.02322,0.04283,0.129706,1.475338,1.46082079227,1911.64,2792.56345933,0.4312,32825.62951058609,3673.229646825485,29152.399863760606,49283.18520755463
1031,1.023294,0.042790999999999996,0.1296862,1.4754026,1.46087837708,1911.4279999999999,2792.36383454,0.4312,32814.33930774023,3672.3044000630603,29142.034907677167,49252.99752381119
1032,1.0233679999999998,0.042752,0.1296664,1.4754672,1.46093596189,1911.216,2792.16418535,0.4312,32803.05064650098,3671.379153300636,29131.671493200345,49222.821672297454
1033,1.023442,0.042713,0.1296466,1.4755318,1.46099354671,1911.004,2791.96451173,0.4312,32791.76352685406,3670.4539065382114,29121.30962031585,49192.65765070745
1034,1.0235159999999999,0.042674,0.1296268,1.4755964,1.46105113152,1910.792,2791.7648137,0.4312,32780.477948785156,3669.5286597757868,29110.949289009368,49162.505456735285
1035,1.02359,0.042635,0.129607,1.475661,1.46110871633,1910.58,2791.56509125,0.4312,32769.19391227997,3668.603413013362,29100.590499266604,49132.36508807527
1036,1.023664,0.042595999999999995,0.12958719999999999,1.4757256,1.46116630115,1910.368,2791.36534439,0.4312,32757.911417324198,3667.6781662509375,29090.23325107326,49102.23654242183
1037,1.0237379999999998,0.042557,0.1295674,1.4757902,1.46122388596,1910.156,2791.16557311,0.4312,32746.630463903555,3666.752919488513,29079.87754441504,49072.119817469546
1038,1.023812,0.042518,0.1295476,1.4758548,1.46128147077,1909.944,2790.96577742,0.4312,32735.351052003716,3665.827672726088,29069.523379277627,49042.014910913036
1039,1.0238859999999999,0.042478999999999996,0.1295278,1.4759194,1.46133905559,1909.732,2790.76595731,0.4312,32724.07318161041,3664.9024259636644,29059.170755646745,49011.92182044715
1040,1.02396,0.04244,0.129508,1.475984,1.4613966404,1909.52,2790.56611278,0.4312,32712.796852709307,3663.97717920124,29048.819673508067,48981.840543766855
1041,1.0240339999999999,0.042400999999999994,0.1294882,1.4760486,1.46145422521,1909.308,2790.36624384,0.4312,32701.522065286143,3663.051932438815,29038.470132847327,48951.77107856721
1042,1.024108,0.042362,0.1294684,1.4761132,1.46151181003,1909.096,2790.16635048,0.4312,32690.248819326567,3662.1266856763905,29028.122133650177,48921.71342254345
1043,1.024182,0.042323,0.1294486,1.4761778,1.46156939484,1908.884,2789.9664327,0.4312,32678.97711481633,3661.201438913966,29017.775675902365,48891.6675733909
1044,1.0242559999999998,0.042283999999999995,0.1294288,1.4762424,1.46162697965,1908.672,2789.76649051,0.4312,32667.706951741093,3660.276192151541,29007.43075958955,48861.633528805054
1045,1.02433,0.042245,0.129409,1.476307,1.46168456447,1908.46,2789.56652391,0.4312,32656.438330086577,3659.3509453891165,28997.08738469746,48831.61128648153
1046,1.0244039999999999,0.042206,0.1293892,1.4763716,1.46174214928,1908.248,2789.36653288,0.4312,32645.171249838484,3658.425698626693,28986.745551211792,48801.60084411606
1047,1.024478,0.042166999999999996,0.1293694,1.4764362,1.4617997341,1908.036,2789.16651744,0.4312,32633.905710982493,3657.500451864268,28976.405259118226,48771.60219940454
1048,1.024552,0.042128,0.1293496,1.4765008,1.46185731891,1907.824,2788.96647759,0.4312,32622.641713504327,3656.5752051018435,28966.066508402484,48741.61535004297
1049,1.0246259999999998,0.042088999999999994,0.1293298,1.4765654,1.46191490372,1907.612,2788.76641332,0.4312,32611.379257389668,3655.649958339419,28955.72929905025,48711.64029372751
